569,2764
550.0,2804.0
651.0,2896.0
608.0,2803.0
638.0,2819.0
658.0,2804.0
650.0,2854.0
585.0,2894.0
586.0,2870.0
616.0,2847.0
620.0,2892.0
556.0,2899.0
525.0,2843.0
557.0,2842.0
548.0,2870.0
583.0,2803.0
584.0,2835.0
527.0,2886.0
487.0,2879.0
511.0,2856.0
471.0,2907.0
509.0,2881.0
501.0,2893.0
694.0,2794.0
689.0,2831.0
731.0,2797.0
766.0,2724.0
776.0,2750.0
707.0,2750.0
738.0,2762.0
681.0,2739.0
671.0,2682.0
731.0,2851.0
674.0,2772.0
683.0,2711.0
738.0,2709.0
706.0,2684.0
751.0,2678.0
867.0,2503.0
611.0,2991.0
617.0,2944.0
615.0,2964.0
630.0,2923.0
658.0,2980.0
643.0,2933.0
711.0,2947.0
772.0,3035.0
766.0,3015.0
705.0,3038.0
680.0,3004.0
731.0,3059.0
701.0,3058.0
636.0,2977.0
666.0,3013.0
483.0,2672.0
453.0,2667.0
460.0,2698.0
431.0,2695.0
383.0,2708.0
373.0,2734.0
400.0,2753.0
481.0,2746.0
436.0,2767.0
445.0,2786.0
480.0,2770.0
467.0,2793.0
511.0,2760.0
499.0,2800.0
481.0,2815.0
394.0,2952.0
417.0,2985.0
396.0,3019.0
368.0,3049.0
351.0,3003.0
305.0,3022.0
315.0,3068.0
183.0,3104.0
268.0,3202.0
192.0,3213.0
100.0,3278.0
313.0,3275.0
267.0,3309.0
184.0,3027.0
295.0,2970.0
298.0,2910.0
151.0,2522.0
123.0,2041.0
340.0,3210.0
376.0,3212.0
378.0,3163.0
440.0,3137.0
446.0,3094.0
479.0,3072.0
524.0,3122.0
542.0,3190.0
551.0,3257.0
513.0,3206.0
477.0,3220.0
473.0,3173.0
481.0,3134.0
501.0,3102.0
513.0,3149.0
471.0,3100.0
418.0,3172.0
427.0,3213.0
527.0,3275.0
527.0,3325.0
495.0,3334.0
506.0,3396.0
587.0,3309.0
568.0,3367.0
593.0,3424.0
624.0,3352.0
438.0,3285.0
456.0,3257.0
443.0,3436.0
416.0,3383.0
400.0,3419.0
357.0,3413.0
386.0,3340.0
398.0,3463.0
441.0,3323.0
450.0,3376.0
346.0,3319.0
380.0,3259.0
317.0,3451.0
308.0,3392.0
595.0,3508.0
539.0,3458.0
400.0,3561.0
450.0,3542.0
545.0,3580.0
561.0,3671.0
281.0,3778.0
214.0,3347.0
221.0,3480.0
461.0,3688.0
428.0,3612.0
352.0,3542.0
362.0,3652.0
471.0,3473.0
498.0,3531.0
511.0,3072.0
531.0,3040.0
526.0,3017.0
497.0,3033.0
536.0,3070.0
502.0,3007.0
566.0,2988.0
547.0,3000.0
567.0,3012.0
562.0,2949.0
537.0,2961.0
529.0,2981.0
563.0,2969.0
485.0,2985.0
512.0,2985.0
470.0,3045.0
473.0,3013.0
448.0,3016.0
447.0,3058.0
589.0,2980.0
561.0,3047.0
586.0,3033.0
611.0,3029.0
589.0,2946.0
597.0,2915.0
563.0,2933.0
565.0,2919.0
541.0,2931.0
508.0,2918.0
525.0,2912.0
496.0,2939.0
485.0,2923.0
517.0,2949.0
487.0,2957.0
462.0,2942.0
434.0,2954.0
465.0,2966.0
455.0,2991.0
704.0,3152.0
776.0,3165.0
737.0,3141.0
694.0,3221.0
669.0,3180.0
649.0,3234.0
633.0,3202.0
590.0,3241.0
584.0,3181.0
612.0,3169.0
553.0,3115.0
649.0,3133.0
671.0,3121.0
703.0,3118.0
647.0,3091.0
627.0,3055.0
613.0,3082.0
658.0,3065.0
591.0,3135.0
589.0,3093.0
675.0,3462.0
708.0,3470.0
692.0,3507.0
726.0,3514.0
721.0,3559.0
646.0,3457.0
664.0,3535.0
726.0,3365.0
725.0,3430.0
720.0,3250.0
753.0,3273.0
766.0,3252.0
723.0,3308.0
758.0,3202.0
701.0,3336.0
759.0,3328.0
786.0,3340.0
795.0,3386.0
