2732,553,2789,595
2764,530,2832,572
2875,635,2916,667
2773,590,2831,632
2785,620,2863,655
2779,644,2833,674
2818,625,2884,676
2875,569,2915,606
2851,567,2890,608
2818,593,2878,637
2873,602,2918,642
2881,540,2917,575
2826,509,2867,538
2817,532,2871,581
2849,530,2888,571
2785,564,2827,603
2815,565,2854,607
2860,514,2908,547
2860,464,2894,502
2841,502,2873,526
2887,454,2927,493
2871,500,2897,521
2877,491,2906,520
2773,671,2819,725
2806,671,2858,713
2784,704,2815,764
2689,748,2768,798
2718,761,2779,797
2721,688,2781,726
2723,711,2794,773
2720,658,2760,708
2661,653,2700,690
2825,723,2874,749
2753,659,2794,692
2696,655,2734,720
2690,715,2731,762
2666,684,2709,731
2658,727,2698,780
2354,746,2597,946
2969,599,3015,628
2930,599,2965,634
2952,602,2980,632
2911,612,2939,647
2959,642,2998,680
2912,632,2960,657
2933,668,2959,745
3025,757,3048,803
3000,757,3029,778
3020,692,3055,724
2986,657,3023,701
3048,705,3074,763
3022,681,3095,728
2950,625,3002,650
2993,645,3032,689
2643,467,2698,500
2647,435,2690,477
2681,440,2714,486
2669,417,2721,451
2689,346,2740,446
2709,328,2770,419
2725,365,2779,434
2724,459,2763,502
2749,407,2791,468
2769,434,2808,460
2757,463,2788,503
2775,455,2812,486
2717,496,2794,530
2779,483,2829,515
2796,468,2834,499
2933,364,2981,418
2959,400,3043,438
2995,370,3057,418
3011,335,3109,399
2980,318,3032,379
2993,268,3053,344
3024,289,3132,345
3036,94,3184,314
3138,215,3268,317
3135,129,3283,264
3097,25,3452,174
3238,279,3334,345
3250,219,3381,311
2935,61,3124,278
2929,241,3007,345
2881,229,2950,359
2424,109,2795,315
1965,0,2135,207
3167,320,3244,374
3179,343,3249,410
3133,334,3215,401
3109,401,3164,469
3078,429,3117,464
3051,453,3098,505
3101,502,3154,544
3153,509,3225,581
3217,532,3289,581
3164,485,3243,542
3190,452,3257,502
3146,448,3196,500
3108,457,3162,503
3084,486,3125,519
3126,490,3169,539
3083,455,3120,489
3137,393,3200,457
3188,399,3244,461
3226,490,3334,569
3283,499,3366,563
3284,469,3377,522
3355,463,3445,548
3261,566,3365,610
3316,540,3406,598
3395,553,3459,630
3314,607,3403,641
3263,400,3313,472
3219,410,3301,502
3405,418,3477,477
3347,395,3418,436
3390,366,3453,435
3368,338,3463,378
3289,359,3399,411
3425,369,3504,436
3289,401,3355,488
3347,421,3412,484
3258,307,3377,384
3234,329,3293,424
3403,277,3494,352
3345,275,3434,345
3445,532,3576,645
3402,497,3511,584
3518,374,3610,433
3476,416,3596,500
3538,481,3627,606
3603,499,3746,637
3707,109,3862,478
3260,127,3443,292
3415,144,3552,285
3590,381,3770,518
3561,401,3666,459
3458,301,3631,419
3595,300,3712,410
3419,437,3529,512
3493,455,3570,539
3040,484,3106,537
3020,511,3066,555
2995,508,3041,548
3018,480,3050,514
3050,523,3094,550
2979,487,3029,518
2977,545,3005,585
2988,529,3016,570
2994,546,3026,584
2939,548,2966,581
2943,523,2983,551
2968,516,2997,547
2953,548,2981,581
2969,469,3002,501
2965,500,3007,525
3027,449,3066,490
2997,454,3031,491
3000,432,3033,467
3028,430,3083,467
2955,574,3011,610
3022,543,3073,580
3008,573,3061,601
3011,596,3051,639
2925,576,2972,601
2897,581,2937,614
2924,545,2945,579
2908,547,2933,583
2915,531,2955,551
2901,490,2939,527
2900,507,2930,543
2927,480,2953,515
2909,469,2938,501
2929,500,2968,537
2933,470,2978,507
2925,449,2960,475
2930,414,2980,454
2953,449,2986,484
2967,438,3015,475
3126,681,3186,732
3135,746,3217,818
3110,715,3170,767
3183,665,3260,723
3145,631,3222,697
3201,619,3269,672
3158,609,3246,655
3208,556,3280,626
3147,550,3220,615
3137,594,3209,635
3070,534,3171,575
3105,627,3159,682
3096,654,3143,690
3108,679,3133,724
3064,623,3113,674
3028,604,3079,648
3048,593,3125,631
3036,635,3099,679
3117,560,3161,633
3055,563,3124,621
3426,654,3490,695
3444,688,3498,725
3482,677,3534,713
3464,702,3562,746
3527,689,3592,766
3398,617,3516,676
3496,629,3578,711
3326,705,3410,750
3401,698,3470,756
3213,701,3289,739
3244,727,3301,782
3216,736,3305,796
3270,702,3351,745
3163,713,3247,800
3288,685,3403,718
3293,737,3373,785
3301,755,3380,824
3365,768,3409,820
3352,804,3404,861
3357,858,3393,919
3316,856,3361,900
3368,735,3432,793
3448,806,3542,872
3491,855,3564,912
3521,807,3589,860
3415,734,3496,785
3537,849,3612,906
3483,774,3550,826
3401,772,3492,834
3538,908,3612,1011
3593,968,3688,1034
3379,868,3545,987
3345,894,3435,995
3387,962,3463,1041
3415,1011,3484,1099
3464,1069,3530,1139
3453,1095,3504,1196
3483,1123,3544,1175
3487,1146,3545,1194
3535,1126,3595,1179
3581,1115,3656,1204
3478,994,3609,1095
3455,956,3556,1034
3627,1053,3726,1129
3669,1007,3727,1055
3678,992,3740,1062
3372,808,3433,881
3301,895,3365,1011
3235,917,3310,1021
3244,877,3308,901
3256,883,3318,922
3269,910,3307,948
3282,945,3332,1020
2968,850,3116,916
3110,853,3247,916
2967,870,3082,1031
2933,773,2980,827
2946,816,2987,865
2756,811,2802,843
2785,783,2865,814
2862,778,2939,810
2778,795,2875,856
2830,797,2927,858
2853,815,2987,907
2715,844,2798,918
2660,866,2729,932
2599,875,2680,951
2656,830,2716,878
2668,818,2759,880
2702,799,2761,834
3509,1627,3574,1760
3547,1589,3594,1739
3481,1615,3564,1783
3487,1739,3562,1814
3253,1632,3368,1694
3249,1551,3327,1641
3313,1599,3388,1678
3228,1651,3316,1721
3261,1668,3344,1756
3346,1529,3408,1628
3312,1516,3395,1605
3392,1574,3514,1677
3366,1575,3426,1663
3326,1662,3396,1793
3258,1747,3357,1908
3385,1475,3439,1583
3429,1387,3471,1439
3390,1419,3435,1489
3337,1339,3431,1461
3405,1330,3478,1419
3311,1453,3397,1544
3263,1447,3336,1557
3281,1413,3373,1464
3188,1441,3266,1535
3187,1495,3307,1595
3181,1576,3278,1671
3110,1546,3214,1618
3242,1417,3298,1459
3264,1367,3360,1421
3273,1338,3348,1394
3078,1478,3180,1587
3129,1450,3211,1546
3050,1441,3164,1519
3421,1248,3556,1333
3077,1129,3270,1225
3249,1145,3318,1235
3275,1017,3369,1074
3269,1060,3379,1160
3308,1106,3397,1186
3299,1167,3377,1264
3350,1009,3428,1165
3375,1145,3445,1196
3433,1212,3511,1269
3508,1213,3589,1265
3321,1251,3399,1312
3367,1260,3439,1313
3357,1177,3429,1239
3339,1204,3395,1263
3424,1143,3484,1236
3384,1220,3456,1281
3470,1313,3563,1402
3456,1294,3556,1378
3532,1206,3609,1314
3665,1467,3716,1740
3936,1181,4463,1641
4999,1428,5214,1583
4831,1350,5021,1535
3121,1419,3458,1753
3540,1648,3619,1707
3314,1079,3764,1471
2905,980,3277,1336
4643,1826,4767,1923
4961,1559,5104,1709
4838,1571,4962,1661
5068,1819,5166,1887
5013,1875,5133,1987
4905,1862,5018,1975
5080,1880,5151,1961
5061,1707,5164,1821
5073,1781,5168,1831
4618,1610,4839,1829
5036,1991,5093,2042
3642,963,3983,1043
4024,1624,4695,1779
3409,1442,3875,1783
3518,1805,3570,1937
3555,1863,3610,1940
3422,1919,3543,2033
2688,913,2883,1149
2403,1023,2563,1159
2533,1099,2593,1196
2566,1110,2654,1185
2628,1063,2754,1191
2613,1168,2694,1249
2544,1178,2645,1244
2680,1143,2735,1223
2722,1128,2780,1201
2706,1095,2829,1171
2745,1161,2841,1228
2673,1196,2769,1267
2738,1203,2831,1302
2854,1238,2950,1303
2925,1186,2976,1250
2877,1157,2958,1220
2861,1179,2939,1249
2950,1147,3034,1252
3010,1145,3106,1241
2928,1217,3012,1294
2807,1141,2880,1212
2871,1067,2984,1172
2941,1019,3029,1150
2805,1207,2880,1290
2908,1300,2990,1422
2845,1272,2914,1330
2906,1338,2946,1398
2686,1280,2846,1329
2578,1213,2689,1329
1871,1961,2257,2028
3054,1513,3116,1593
2949,1416,3031,1544
3002,1442,3065,1549
2715,1539,3068,1785
3059,1850,3278,1975
3087,1832,3277,1942
3722,929,3859,991
3731,837,3827,913
3823,872,3893,974
3858,706,3959,768
3859,665,3965,734
3758,602,3867,733
3776,709,3871,772
3829,751,3926,794
3682,631,3815,747
3845,766,3939,876
3595,613,3744,771
3674,756,3751,819
3741,783,3802,848
3671,812,3756,883
3789,817,3869,905
3711,733,3833,810
3796,782,3912,828
3655,862,3745,959
3589,897,3675,966
3671,932,3726,982
3602,890,3669,938
3582,784,3689,848
3540,759,3599,810
3603,833,3700,901
3497,731,3563,805
3564,760,3684,799
3958,885,4011,934
3901,820,3972,878
4049,925,4100,979
4027,906,4058,953
4079,948,4124,1001
3995,895,4030,943
4018,936,4092,995
3928,856,4004,904
3887,871,3952,944
4247,956,4298,1012
4194,987,4236,1047
4155,952,4222,1000
4229,988,4266,1027
4108,968,4163,1017
4110,942,4163,982
4111,992,4181,1057
4063,1022,4132,1078
4155,972,4208,1012
4156,1000,4201,1050
3984,955,4041,1016
4062,990,4117,1035
4025,966,4065,1017
4005,1000,4091,1054
4120,1028,4182,1095
4061,1065,4127,1113
4009,1077,4056,1106
4015,1100,4082,1141
4042,1087,4126,1146
3966,1132,4030,1169
3967,1034,4014,1070
3987,1138,4048,1183
3979,1204,4023,1272
3958,1001,4041,1046
3947,957,3991,1022
3934,903,3988,969
3891,932,3969,1001
3974,929,4024,969
3847,960,3912,1015
3854,924,3901,977
4030,1138,4065,1189
4028,1172,4060,1218
4009,1232,4044,1268
4033,1213,4053,1243
4003,1194,4041,1237
3941,1075,3964,1145
3950,1094,3985,1147
3954,1065,4016,1106
3956,1143,3996,1207
3974,1095,4023,1146
3985,1164,4033,1220
3993,1043,4069,1107
4208,927,4315,976
3990,844,4062,926
4098,912,4183,957
4056,906,4111,950
4178,931,4243,960
3931,784,4044,866
4050,1243,4084,1287
4052,1270,4084,1307
3918,1015,3964,1058
3874,995,3963,1035
3939,1045,3975,1083
3882,1020,3925,1064
4276,1028,4311,1065
4278,1056,4327,1115
4266,968,4313,1052
4297,934,4349,1019
4308,1003,4361,1076
4318,1037,4386,1098
4388,1302,4459,1363
4410,1360,4440,1390
4376,1320,4417,1372
4384,1125,4440,1180
4418,1118,4483,1174
