186,167
1028,413
86,93
184,204
194,141
176,123
318,385
404,430
216,145
191,202
171,149
185,128
299,181
315,148
241,225
225,121
259,221
762,285
248,151
333,139
262,251
268,258
194,149
395,336
446,193
587,399
690,339
340,393
467,484
321,333
465,369
710,350
337,324
757,474
1190,502
749,389
402,344
99,181
378,221
296,251
254,186
194,180
150,272
123,220
153,229
412,441
550,483
273,267
190,226
474,213
477,617
588,448
491,213
392,319
284,322
561,491
582,484
240,278
1790,1070
182,244
776,467
219,224
217,184
169,255
259,209
361,306
304,349
1133,465
753,314
248,234
258,263
196,218
401,363
